target,buying,maint,doors,persons,lug_boot,safety
unacc_1544,3,2,1,0,1,2
unacc_1545,3,2,1,0,2,0
unacc_1546,3,2,1,0,2,1
unacc_1547,3,2,1,0,2,2
unacc_1548,3,2,1,1,0,0
acc_1549,3,2,1,1,0,1
good_1550,3,2,1,1,0,2
unacc_1551,3,2,1,1,1,0
acc_1552,3,2,1,1,1,1
good_1553,3,2,1,1,1,2
unacc_1554,3,2,1,1,2,0
good_1555,3,2,1,1,2,1
vgood_1556,3,2,1,1,2,2
unacc_1557,3,2,1,2,0,0
acc_1558,3,2,1,2,0,1
good_1559,3,2,1,2,0,2
unacc_1560,3,2,1,2,1,0
good_1561,3,2,1,2,1,1
vgood_1562,3,2,1,2,1,2
unacc_1563,3,2,1,2,2,0
good_1564,3,2,1,2,2,1
vgood_1565,3,2,1,2,2,2
unacc_1566,3,2,2,0,0,0
unacc_1567,3,2,2,0,0,1
unacc_1568,3,2,2,0,0,2
unacc_1569,3,2,2,0,1,0
unacc_1570,3,2,2,0,1,1
unacc_1571,3,2,2,0,1,2
unacc_1572,3,2,2,0,2,0
unacc_1573,3,2,2,0,2,1
unacc_1574,3,2,2,0,2,2
unacc_1575,3,2,2,1,0,0
acc_1576,3,2,2,1,0,1
good_1577,3,2,2,1,0,2
unacc_1578,3,2,2,1,1,0
good_1579,3,2,2,1,1,1
vgood_1580,3,2,2,1,1,2
unacc_1581,3,2,2,1,2,0
good_1582,3,2,2,1,2,1
vgood_1583,3,2,2,1,2,2
unacc_1584,3,2,2,2,0,0
acc_1585,3,2,2,2,0,1
good_1586,3,2,2,2,0,2
unacc_1587,3,2,2,2,1,0
good_1588,3,2,2,2,1,1
vgood_1589,3,2,2,2,1,2
unacc_1590,3,2,2,2,2,0
good_1591,3,2,2,2,2,1
vgood_1592,3,2,2,2,2,2
unacc_1593,3,2,3,0,0,0
unacc_1594,3,2,3,0,0,1
unacc_1595,3,2,3,0,0,2
unacc_1596,3,2,3,0,1,0
unacc_1597,3,2,3,0,1,1
unacc_1598,3,2,3,0,1,2
unacc_1599,3,2,3,0,2,0
unacc_1600,3,2,3,0,2,1
unacc_1601,3,2,3,0,2,2
unacc_1602,3,2,3,1,0,0
acc_1603,3,2,3,1,0,1
good_1604,3,2,3,1,0,2
unacc_1605,3,2,3,1,1,0
good_1606,3,2,3,1,1,1
vgood_1607,3,2,3,1,1,2
unacc_1608,3,2,3,1,2,0
good_1609,3,2,3,1,2,1
vgood_1610,3,2,3,1,2,2
unacc_1611,3,2,3,2,0,0
acc_1612,3,2,3,2,0,1
good_1613,3,2,3,2,0,2
unacc_1614,3,2,3,2,1,0
good_1615,3,2,3,2,1,1
vgood_1616,3,2,3,2,1,2
unacc_1617,3,2,3,2,2,0
good_1618,3,2,3,2,2,1
vgood_1619,3,2,3,2,2,2
unacc_1620,3,3,0,0,0,0
unacc_1621,3,3,0,0,0,1
unacc_1622,3,3,0,0,0,2
unacc_1623,3,3,0,0,1,0
unacc_1624,3,3,0,0,1,1
unacc_1625,3,3,0,0,1,2
unacc_1626,3,3,0,0,2,0
unacc_1627,3,3,0,0,2,1
unacc_1628,3,3,0,0,2,2
unacc_1629,3,3,0,1,0,0
acc_1630,3,3,0,1,0,1
good_1631,3,3,0,1,0,2
unacc_1632,3,3,0,1,1,0
acc_1633,3,3,0,1,1,1
good_1634,3,3,0,1,1,2
unacc_1635,3,3,0,1,2,0
good_1636,3,3,0,1,2,1
vgood_1637,3,3,0,1,2,2
unacc_1638,3,3,0,2,0,0
unacc_1639,3,3,0,2,0,1
unacc_1640,3,3,0,2,0,2
unacc_1641,3,3,0,2,1,0
acc_1642,3,3,0,2,1,1
good_1643,3,3,0,2,1,2
unacc_1644,3,3,0,2,2,0
good_1645,3,3,0,2,2,1
vgood_1646,3,3,0,2,2,2
unacc_1647,3,3,1,0,0,0
unacc_1648,3,3,1,0,0,1
unacc_1649,3,3,1,0,0,2
unacc_1650,3,3,1,0,1,0
unacc_1651,3,3,1,0,1,1
unacc_1652,3,3,1,0,1,2
unacc_1653,3,3,1,0,2,0
unacc_1654,3,3,1,0,2,1
unacc_1655,3,3,1,0,2,2
unacc_1656,3,3,1,1,0,0
acc_1657,3,3,1,1,0,1
good_1658,3,3,1,1,0,2
unacc_1659,3,3,1,1,1,0
acc_1660,3,3,1,1,1,1
good_1661,3,3,1,1,1,2
unacc_1662,3,3,1,1,2,0
good_1663,3,3,1,1,2,1
vgood_1664,3,3,1,1,2,2
unacc_1665,3,3,1,2,0,0
acc_1666,3,3,1,2,0,1
good_1667,3,3,1,2,0,2
unacc_1668,3,3,1,2,1,0
good_1669,3,3,1,2,1,1
vgood_1670,3,3,1,2,1,2
unacc_1671,3,3,1,2,2,0
good_1672,3,3,1,2,2,1
vgood_1673,3,3,1,2,2,2
unacc_1674,3,3,2,0,0,0
unacc_1675,3,3,2,0,0,1
unacc_1676,3,3,2,0,0,2
unacc_1677,3,3,2,0,1,0
unacc_1678,3,3,2,0,1,1
unacc_1679,3,3,2,0,1,2
unacc_1680,3,3,2,0,2,0
unacc_1681,3,3,2,0,2,1
unacc_1682,3,3,2,0,2,2
unacc_1683,3,3,2,1,0,0
acc_1684,3,3,2,1,0,1
good_1685,3,3,2,1,0,2
unacc_1686,3,3,2,1,1,0
good_1687,3,3,2,1,1,1
vgood_1688,3,3,2,1,1,2
unacc_1689,3,3,2,1,2,0
good_1690,3,3,2,1,2,1
vgood_1691,3,3,2,1,2,2
unacc_1692,3,3,2,2,0,0
acc_1693,3,3,2,2,0,1
good_1694,3,3,2,2,0,2
unacc_1695,3,3,2,2,1,0
good_1696,3,3,2,2,1,1
vgood_1697,3,3,2,2,1,2
unacc_1698,3,3,2,2,2,0
good_1699,3,3,2,2,2,1
vgood_1700,3,3,2,2,2,2
unacc_1701,3,3,3,0,0,0
unacc_1702,3,3,3,0,0,1
unacc_1703,3,3,3,0,0,2
unacc_1704,3,3,3,0,1,0
unacc_1705,3,3,3,0,1,1
unacc_1706,3,3,3,0,1,2
unacc_1707,3,3,3,0,2,0
unacc_1708,3,3,3,0,2,1
unacc_1709,3,3,3,0,2,2
unacc_1710,3,3,3,1,0,0
acc_1711,3,3,3,1,0,1
good_1712,3,3,3,1,0,2
unacc_1713,3,3,3,1,1,0
good_1714,3,3,3,1,1,1
vgood_1715,3,3,3,1,1,2
unacc_1716,3,3,3,1,2,0
good_1717,3,3,3,1,2,1
vgood_1718,3,3,3,1,2,2
unacc_1719,3,3,3,2,0,0
acc_1720,3,3,3,2,0,1
good_1721,3,3,3,2,0,2
unacc_1722,3,3,3,2,1,0
good_1723,3,3,3,2,1,1
vgood_1724,3,3,3,2,1,2
unacc_1725,3,3,3,2,2,0
good_1726,3,3,3,2,2,1
vgood_1727,3,3,3,2,2,2
