target,parents,has_nurs,form,children,housing,finance,social,health
spec_prior_7620,1,3,3,1,0,0,2,0
spec_prior_7621,1,3,3,1,0,0,2,1
not_recom_7622,1,3,3,1,0,0,2,2
spec_prior_7623,1,3,3,1,0,1,0,0
spec_prior_7624,1,3,3,1,0,1,0,1
not_recom_7625,1,3,3,1,0,1,0,2
spec_prior_7626,1,3,3,1,0,1,1,0
spec_prior_7627,1,3,3,1,0,1,1,1
not_recom_7628,1,3,3,1,0,1,1,2
spec_prior_7629,1,3,3,1,0,1,2,0
spec_prior_7630,1,3,3,1,0,1,2,1
not_recom_7631,1,3,3,1,0,1,2,2
spec_prior_7632,1,3,3,1,1,0,0,0
spec_prior_7633,1,3,3,1,1,0,0,1
not_recom_7634,1,3,3,1,1,0,0,2
spec_prior_7635,1,3,3,1,1,0,1,0
spec_prior_7636,1,3,3,1,1,0,1,1
not_recom_7637,1,3,3,1,1,0,1,2
spec_prior_7638,1,3,3,1,1,0,2,0
spec_prior_7639,1,3,3,1,1,0,2,1
not_recom_7640,1,3,3,1,1,0,2,2
spec_prior_7641,1,3,3,1,1,1,0,0
spec_prior_7642,1,3,3,1,1,1,0,1
not_recom_7643,1,3,3,1,1,1,0,2
spec_prior_7644,1,3,3,1,1,1,1,0
spec_prior_7645,1,3,3,1,1,1,1,1
not_recom_7646,1,3,3,1,1,1,1,2
spec_prior_7647,1,3,3,1,1,1,2,0
spec_prior_7648,1,3,3,1,1,1,2,1
not_recom_7649,1,3,3,1,1,1,2,2
spec_prior_7650,1,3,3,1,2,0,0,0
spec_prior_7651,1,3,3,1,2,0,0,1
not_recom_7652,1,3,3,1,2,0,0,2
spec_prior_7653,1,3,3,1,2,0,1,0
spec_prior_7654,1,3,3,1,2,0,1,1
not_recom_7655,1,3,3,1,2,0,1,2
spec_prior_7656,1,3,3,1,2,0,2,0
spec_prior_7657,1,3,3,1,2,0,2,1
not_recom_7658,1,3,3,1,2,0,2,2
spec_prior_7659,1,3,3,1,2,1,0,0
spec_prior_7660,1,3,3,1,2,1,0,1
not_recom_7661,1,3,3,1,2,1,0,2
spec_prior_7662,1,3,3,1,2,1,1,0
spec_prior_7663,1,3,3,1,2,1,1,1
not_recom_7664,1,3,3,1,2,1,1,2
spec_prior_7665,1,3,3,1,2,1,2,0
spec_prior_7666,1,3,3,1,2,1,2,1
not_recom_7667,1,3,3,1,2,1,2,2
priority_7668,1,3,3,2,0,0,0,0
spec_prior_7669,1,3,3,2,0,0,0,1
not_recom_7670,1,3,3,2,0,0,0,2
priority_7671,1,3,3,2,0,0,1,0
spec_prior_7672,1,3,3,2,0,0,1,1
not_recom_7673,1,3,3,2,0,0,1,2
spec_prior_7674,1,3,3,2,0,0,2,0
spec_prior_7675,1,3,3,2,0,0,2,1
not_recom_7676,1,3,3,2,0,0,2,2
spec_prior_7677,1,3,3,2,0,1,0,0
spec_prior_7678,1,3,3,2,0,1,0,1
not_recom_7679,1,3,3,2,0,1,0,2
spec_prior_7680,1,3,3,2,0,1,1,0
spec_prior_7681,1,3,3,2,0,1,1,1
not_recom_7682,1,3,3,2,0,1,1,2
spec_prior_7683,1,3,3,2,0,1,2,0
spec_prior_7684,1,3,3,2,0,1,2,1
not_recom_7685,1,3,3,2,0,1,2,2
spec_prior_7686,1,3,3,2,1,0,0,0
spec_prior_7687,1,3,3,2,1,0,0,1
not_recom_7688,1,3,3,2,1,0,0,2
spec_prior_7689,1,3,3,2,1,0,1,0
spec_prior_7690,1,3,3,2,1,0,1,1
not_recom_7691,1,3,3,2,1,0,1,2
spec_prior_7692,1,3,3,2,1,0,2,0
spec_prior_7693,1,3,3,2,1,0,2,1
not_recom_7694,1,3,3,2,1,0,2,2
spec_prior_7695,1,3,3,2,1,1,0,0
spec_prior_7696,1,3,3,2,1,1,0,1
not_recom_7697,1,3,3,2,1,1,0,2
spec_prior_7698,1,3,3,2,1,1,1,0
spec_prior_7699,1,3,3,2,1,1,1,1
not_recom_7700,1,3,3,2,1,1,1,2
spec_prior_7701,1,3,3,2,1,1,2,0
spec_prior_7702,1,3,3,2,1,1,2,1
not_recom_7703,1,3,3,2,1,1,2,2
spec_prior_7704,1,3,3,2,2,0,0,0
spec_prior_7705,1,3,3,2,2,0,0,1
not_recom_7706,1,3,3,2,2,0,0,2
spec_prior_7707,1,3,3,2,2,0,1,0
spec_prior_7708,1,3,3,2,2,0,1,1
not_recom_7709,1,3,3,2,2,0,1,2
spec_prior_7710,1,3,3,2,2,0,2,0
spec_prior_7711,1,3,3,2,2,0,2,1
not_recom_7712,1,3,3,2,2,0,2,2
spec_prior_7713,1,3,3,2,2,1,0,0
spec_prior_7714,1,3,3,2,2,1,0,1
not_recom_7715,1,3,3,2,2,1,0,2
spec_prior_7716,1,3,3,2,2,1,1,0
spec_prior_7717,1,3,3,2,2,1,1,1
not_recom_7718,1,3,3,2,2,1,1,2
spec_prior_7719,1,3,3,2,2,1,2,0
spec_prior_7720,1,3,3,2,2,1,2,1
not_recom_7721,1,3,3,2,2,1,2,2
priority_7722,1,3,3,3,0,0,0,0
spec_prior_7723,1,3,3,3,0,0,0,1
not_recom_7724,1,3,3,3,0,0,0,2
priority_7725,1,3,3,3,0,0,1,0
spec_prior_7726,1,3,3,3,0,0,1,1
not_recom_7727,1,3,3,3,0,0,1,2
spec_prior_7728,1,3,3,3,0,0,2,0
spec_prior_7729,1,3,3,3,0,0,2,1
not_recom_7730,1,3,3,3,0,0,2,2
spec_prior_7731,1,3,3,3,0,1,0,0
spec_prior_7732,1,3,3,3,0,1,0,1
not_recom_7733,1,3,3,3,0,1,0,2
spec_prior_7734,1,3,3,3,0,1,1,0
spec_prior_7735,1,3,3,3,0,1,1,1
not_recom_7736,1,3,3,3,0,1,1,2
spec_prior_7737,1,3,3,3,0,1,2,0
spec_prior_7738,1,3,3,3,0,1,2,1
not_recom_7739,1,3,3,3,0,1,2,2
spec_prior_7740,1,3,3,3,1,0,0,0
spec_prior_7741,1,3,3,3,1,0,0,1
not_recom_7742,1,3,3,3,1,0,0,2
spec_prior_7743,1,3,3,3,1,0,1,0
spec_prior_7744,1,3,3,3,1,0,1,1
not_recom_7745,1,3,3,3,1,0,1,2
spec_prior_7746,1,3,3,3,1,0,2,0
spec_prior_7747,1,3,3,3,1,0,2,1
not_recom_7748,1,3,3,3,1,0,2,2
spec_prior_7749,1,3,3,3,1,1,0,0
spec_prior_7750,1,3,3,3,1,1,0,1
not_recom_7751,1,3,3,3,1,1,0,2
spec_prior_7752,1,3,3,3,1,1,1,0
spec_prior_7753,1,3,3,3,1,1,1,1
not_recom_7754,1,3,3,3,1,1,1,2
spec_prior_7755,1,3,3,3,1,1,2,0
spec_prior_7756,1,3,3,3,1,1,2,1
not_recom_7757,1,3,3,3,1,1,2,2
spec_prior_7758,1,3,3,3,2,0,0,0
spec_prior_7759,1,3,3,3,2,0,0,1
not_recom_7760,1,3,3,3,2,0,0,2
spec_prior_7761,1,3,3,3,2,0,1,0
spec_prior_7762,1,3,3,3,2,0,1,1
not_recom_7763,1,3,3,3,2,0,1,2
spec_prior_7764,1,3,3,3,2,0,2,0
spec_prior_7765,1,3,3,3,2,0,2,1
not_recom_7766,1,3,3,3,2,0,2,2
spec_prior_7767,1,3,3,3,2,1,0,0
spec_prior_7768,1,3,3,3,2,1,0,1
not_recom_7769,1,3,3,3,2,1,0,2
spec_prior_7770,1,3,3,3,2,1,1,0
spec_prior_7771,1,3,3,3,2,1,1,1
not_recom_7772,1,3,3,3,2,1,1,2
spec_prior_7773,1,3,3,3,2,1,2,0
spec_prior_7774,1,3,3,3,2,1,2,1
not_recom_7775,1,3,3,3,2,1,2,2
priority_7776,1,4,0,0,0,0,0,0
priority_7777,1,4,0,0,0,0,0,1
not_recom_7778,1,4,0,0,0,0,0,2
priority_7779,1,4,0,0,0,0,1,0
priority_7780,1,4,0,0,0,0,1,1
not_recom_7781,1,4,0,0,0,0,1,2
priority_7782,1,4,0,0,0,0,2,0
priority_7783,1,4,0,0,0,0,2,1
not_recom_7784,1,4,0,0,0,0,2,2
priority_7785,1,4,0,0,0,1,0,0
spec_prior_7786,1,4,0,0,0,1,0,1
not_recom_7787,1,4,0,0,0,1,0,2
priority_7788,1,4,0,0,0,1,1,0
spec_prior_7789,1,4,0,0,0,1,1,1
not_recom_7790,1,4,0,0,0,1,1,2
spec_prior_7791,1,4,0,0,0,1,2,0
spec_prior_7792,1,4,0,0,0,1,2,1
not_recom_7793,1,4,0,0,0,1,2,2
priority_7794,1,4,0,0,1,0,0,0
spec_prior_7795,1,4,0,0,1,0,0,1
not_recom_7796,1,4,0,0,1,0,0,2
priority_7797,1,4,0,0,1,0,1,0
spec_prior_7798,1,4,0,0,1,0,1,1
not_recom_7799,1,4,0,0,1,0,1,2
spec_prior_7800,1,4,0,0,1,0,2,0
spec_prior_7801,1,4,0,0,1,0,2,1
not_recom_7802,1,4,0,0,1,0,2,2
priority_7803,1,4,0,0,1,1,0,0
spec_prior_7804,1,4,0,0,1,1,0,1
not_recom_7805,1,4,0,0,1,1,0,2
priority_7806,1,4,0,0,1,1,1,0
spec_prior_7807,1,4,0,0,1,1,1,1
not_recom_7808,1,4,0,0,1,1,1,2
spec_prior_7809,1,4,0,0,1,1,2,0
spec_prior_7810,1,4,0,0,1,1,2,1
not_recom_7811,1,4,0,0,1,1,2,2
priority_7812,1,4,0,0,2,0,0,0
spec_prior_7813,1,4,0,0,2,0,0,1
not_recom_7814,1,4,0,0,2,0,0,2
priority_7815,1,4,0,0,2,0,1,0
spec_prior_7816,1,4,0,0,2,0,1,1
not_recom_7817,1,4,0,0,2,0,1,2
spec_prior_7818,1,4,0,0,2,0,2,0
spec_prior_7819,1,4,0,0,2,0,2,1
not_recom_7820,1,4,0,0,2,0,2,2
priority_7821,1,4,0,0,2,1,0,0
spec_prior_7822,1,4,0,0,2,1,0,1
not_recom_7823,1,4,0,0,2,1,0,2
priority_7824,1,4,0,0,2,1,1,0
spec_prior_7825,1,4,0,0,2,1,1,1
not_recom_7826,1,4,0,0,2,1,1,2
spec_prior_7827,1,4,0,0,2,1,2,0
spec_prior_7828,1,4,0,0,2,1,2,1
not_recom_7829,1,4,0,0,2,1,2,2
priority_7830,1,4,0,1,0,0,0,0
spec_prior_7831,1,4,0,1,0,0,0,1
not_recom_7832,1,4,0,1,0,0,0,2
priority_7833,1,4,0,1,0,0,1,0
spec_prior_7834,1,4,0,1,0,0,1,1
not_recom_7835,1,4,0,1,0,0,1,2
spec_prior_7836,1,4,0,1,0,0,2,0
spec_prior_7837,1,4,0,1,0,0,2,1
not_recom_7838,1,4,0,1,0,0,2,2
priority_7839,1,4,0,1,0,1,0,0
spec_prior_7840,1,4,0,1,0,1,0,1
not_recom_7841,1,4,0,1,0,1,0,2
priority_7842,1,4,0,1,0,1,1,0
spec_prior_7843,1,4,0,1,0,1,1,1
not_recom_7844,1,4,0,1,0,1,1,2
spec_prior_7845,1,4,0,1,0,1,2,0
spec_prior_7846,1,4,0,1,0,1,2,1
not_recom_7847,1,4,0,1,0,1,2,2
priority_7848,1,4,0,1,1,0,0,0
spec_prior_7849,1,4,0,1,1,0,0,1
not_recom_7850,1,4,0,1,1,0,0,2
priority_7851,1,4,0,1,1,0,1,0
spec_prior_7852,1,4,0,1,1,0,1,1
not_recom_7853,1,4,0,1,1,0,1,2
spec_prior_7854,1,4,0,1,1,0,2,0
spec_prior_7855,1,4,0,1,1,0,2,1
not_recom_7856,1,4,0,1,1,0,2,2
priority_7857,1,4,0,1,1,1,0,0
spec_prior_7858,1,4,0,1,1,1,0,1
not_recom_7859,1,4,0,1,1,1,0,2
priority_7860,1,4,0,1,1,1,1,0
spec_prior_7861,1,4,0,1,1,1,1,1
not_recom_7862,1,4,0,1,1,1,1,2
spec_prior_7863,1,4,0,1,1,1,2,0
spec_prior_7864,1,4,0,1,1,1,2,1
not_recom_7865,1,4,0,1,1,1,2,2
spec_prior_7866,1,4,0,1,2,0,0,0
spec_prior_7867,1,4,0,1,2,0,0,1
not_recom_7868,1,4,0,1,2,0,0,2
spec_prior_7869,1,4,0,1,2,0,1,0
spec_prior_7870,1,4,0,1,2,0,1,1
not_recom_7871,1,4,0,1,2,0,1,2
spec_prior_7872,1,4,0,1,2,0,2,0
spec_prior_7873,1,4,0,1,2,0,2,1
not_recom_7874,1,4,0,1,2,0,2,2
spec_prior_7875,1,4,0,1,2,1,0,0
spec_prior_7876,1,4,0,1,2,1,0,1
not_recom_7877,1,4,0,1,2,1,0,2
spec_prior_7878,1,4,0,1,2,1,1,0
spec_prior_7879,1,4,0,1,2,1,1,1
not_recom_7880,1,4,0,1,2,1,1,2
spec_prior_7881,1,4,0,1,2,1,2,0
spec_prior_7882,1,4,0,1,2,1,2,1
not_recom_7883,1,4,0,1,2,1,2,2
priority_7884,1,4,0,2,0,0,0,0
spec_prior_7885,1,4,0,2,0,0,0,1
not_recom_7886,1,4,0,2,0,0,0,2
priority_7887,1,4,0,2,0,0,1,0
spec_prior_7888,1,4,0,2,0,0,1,1
not_recom_7889,1,4,0,2,0,0,1,2
spec_prior_7890,1,4,0,2,0,0,2,0
spec_prior_7891,1,4,0,2,0,0,2,1
not_recom_7892,1,4,0,2,0,0,2,2
spec_prior_7893,1,4,0,2,0,1,0,0
spec_prior_7894,1,4,0,2,0,1,0,1
not_recom_7895,1,4,0,2,0,1,0,2
spec_prior_7896,1,4,0,2,0,1,1,0
spec_prior_7897,1,4,0,2,0,1,1,1
not_recom_7898,1,4,0,2,0,1,1,2
spec_prior_7899,1,4,0,2,0,1,2,0
spec_prior_7900,1,4,0,2,0,1,2,1
not_recom_7901,1,4,0,2,0,1,2,2
spec_prior_7902,1,4,0,2,1,0,0,0
spec_prior_7903,1,4,0,2,1,0,0,1
not_recom_7904,1,4,0,2,1,0,0,2
spec_prior_7905,1,4,0,2,1,0,1,0
spec_prior_7906,1,4,0,2,1,0,1,1
not_recom_7907,1,4,0,2,1,0,1,2
spec_prior_7908,1,4,0,2,1,0,2,0
spec_prior_7909,1,4,0,2,1,0,2,1
not_recom_7910,1,4,0,2,1,0,2,2
spec_prior_7911,1,4,0,2,1,1,0,0
spec_prior_7912,1,4,0,2,1,1,0,1
not_recom_7913,1,4,0,2,1,1,0,2
spec_prior_7914,1,4,0,2,1,1,1,0
spec_prior_7915,1,4,0,2,1,1,1,1
not_recom_7916,1,4,0,2,1,1,1,2
spec_prior_7917,1,4,0,2,1,1,2,0
spec_prior_7918,1,4,0,2,1,1,2,1
not_recom_7919,1,4,0,2,1,1,2,2
spec_prior_7920,1,4,0,2,2,0,0,0
spec_prior_7921,1,4,0,2,2,0,0,1
not_recom_7922,1,4,0,2,2,0,0,2
spec_prior_7923,1,4,0,2,2,0,1,0
spec_prior_7924,1,4,0,2,2,0,1,1
not_recom_7925,1,4,0,2,2,0,1,2
spec_prior_7926,1,4,0,2,2,0,2,0
spec_prior_7927,1,4,0,2,2,0,2,1
not_recom_7928,1,4,0,2,2,0,2,2
spec_prior_7929,1,4,0,2,2,1,0,0
spec_prior_7930,1,4,0,2,2,1,0,1
not_recom_7931,1,4,0,2,2,1,0,2
spec_prior_7932,1,4,0,2,2,1,1,0
spec_prior_7933,1,4,0,2,2,1,1,1
not_recom_7934,1,4,0,2,2,1,1,2
spec_prior_7935,1,4,0,2,2,1,2,0
spec_prior_7936,1,4,0,2,2,1,2,1
not_recom_7937,1,4,0,2,2,1,2,2
priority_7938,1,4,0,3,0,0,0,0
spec_prior_7939,1,4,0,3,0,0,0,1
not_recom_7940,1,4,0,3,0,0,0,2
priority_7941,1,4,0,3,0,0,1,0
spec_prior_7942,1,4,0,3,0,0,1,1
not_recom_7943,1,4,0,3,0,0,1,2
spec_prior_7944,1,4,0,3,0,0,2,0
spec_prior_7945,1,4,0,3,0,0,2,1
not_recom_7946,1,4,0,3,0,0,2,2
spec_prior_7947,1,4,0,3,0,1,0,0
spec_prior_7948,1,4,0,3,0,1,0,1
not_recom_7949,1,4,0,3,0,1,0,2
spec_prior_7950,1,4,0,3,0,1,1,0
spec_prior_7951,1,4,0,3,0,1,1,1
not_recom_7952,1,4,0,3,0,1,1,2
spec_prior_7953,1,4,0,3,0,1,2,0
spec_prior_7954,1,4,0,3,0,1,2,1
not_recom_7955,1,4,0,3,0,1,2,2
spec_prior_7956,1,4,0,3,1,0,0,0
spec_prior_7957,1,4,0,3,1,0,0,1
not_recom_7958,1,4,0,3,1,0,0,2
spec_prior_7959,1,4,0,3,1,0,1,0
spec_prior_7960,1,4,0,3,1,0,1,1
not_recom_7961,1,4,0,3,1,0,1,2
spec_prior_7962,1,4,0,3,1,0,2,0
spec_prior_7963,1,4,0,3,1,0,2,1
not_recom_7964,1,4,0,3,1,0,2,2
spec_prior_7965,1,4,0,3,1,1,0,0
spec_prior_7966,1,4,0,3,1,1,0,1
not_recom_7967,1,4,0,3,1,1,0,2
spec_prior_7968,1,4,0,3,1,1,1,0
spec_prior_7969,1,4,0,3,1,1,1,1
not_recom_7970,1,4,0,3,1,1,1,2
spec_prior_7971,1,4,0,3,1,1,2,0
spec_prior_7972,1,4,0,3,1,1,2,1
not_recom_7973,1,4,0,3,1,1,2,2
spec_prior_7974,1,4,0,3,2,0,0,0
spec_prior_7975,1,4,0,3,2,0,0,1
not_recom_7976,1,4,0,3,2,0,0,2
spec_prior_7977,1,4,0,3,2,0,1,0
spec_prior_7978,1,4,0,3,2,0,1,1
not_recom_7979,1,4,0,3,2,0,1,2
spec_prior_7980,1,4,0,3,2,0,2,0
spec_prior_7981,1,4,0,3,2,0,2,1
not_recom_7982,1,4,0,3,2,0,2,2
spec_prior_7983,1,4,0,3,2,1,0,0
spec_prior_7984,1,4,0,3,2,1,0,1
not_recom_7985,1,4,0,3,2,1,0,2
spec_prior_7986,1,4,0,3,2,1,1,0
spec_prior_7987,1,4,0,3,2,1,1,1
not_recom_7988,1,4,0,3,2,1,1,2
spec_prior_7989,1,4,0,3,2,1,2,0
spec_prior_7990,1,4,0,3,2,1,2,1
not_recom_7991,1,4,0,3,2,1,2,2
priority_7992,1,4,1,0,0,0,0,0
spec_prior_7993,1,4,1,0,0,0,0,1
not_recom_7994,1,4,1,0,0,0,0,2
priority_7995,1,4,1,0,0,0,1,0
spec_prior_7996,1,4,1,0,0,0,1,1
not_recom_7997,1,4,1,0,0,0,1,2
spec_prior_7998,1,4,1,0,0,0,2,0
spec_prior_7999,1,4,1,0,0,0,2,1
not_recom_8000,1,4,1,0,0,0,2,2
priority_8001,1,4,1,0,0,1,0,0
spec_prior_8002,1,4,1,0,0,1,0,1
not_recom_8003,1,4,1,0,0,1,0,2
priority_8004,1,4,1,0,0,1,1,0
spec_prior_8005,1,4,1,0,0,1,1,1
not_recom_8006,1,4,1,0,0,1,1,2
spec_prior_8007,1,4,1,0,0,1,2,0
spec_prior_8008,1,4,1,0,0,1,2,1
not_recom_8009,1,4,1,0,0,1,2,2
priority_8010,1,4,1,0,1,0,0,0
spec_prior_8011,1,4,1,0,1,0,0,1
not_recom_8012,1,4,1,0,1,0,0,2
priority_8013,1,4,1,0,1,0,1,0
spec_prior_8014,1,4,1,0,1,0,1,1
not_recom_8015,1,4,1,0,1,0,1,2
spec_prior_8016,1,4,1,0,1,0,2,0
spec_prior_8017,1,4,1,0,1,0,2,1
not_recom_8018,1,4,1,0,1,0,2,2
priority_8019,1,4,1,0,1,1,0,0
spec_prior_8020,1,4,1,0,1,1,0,1
not_recom_8021,1,4,1,0,1,1,0,2
priority_8022,1,4,1,0,1,1,1,0
spec_prior_8023,1,4,1,0,1,1,1,1
not_recom_8024,1,4,1,0,1,1,1,2
spec_prior_8025,1,4,1,0,1,1,2,0
spec_prior_8026,1,4,1,0,1,1,2,1
not_recom_8027,1,4,1,0,1,1,2,2
spec_prior_8028,1,4,1,0,2,0,0,0
spec_prior_8029,1,4,1,0,2,0,0,1
not_recom_8030,1,4,1,0,2,0,0,2
spec_prior_8031,1,4,1,0,2,0,1,0
spec_prior_8032,1,4,1,0,2,0,1,1
not_recom_8033,1,4,1,0,2,0,1,2
spec_prior_8034,1,4,1,0,2,0,2,0
spec_prior_8035,1,4,1,0,2,0,2,1
not_recom_8036,1,4,1,0,2,0,2,2
spec_prior_8037,1,4,1,0,2,1,0,0
spec_prior_8038,1,4,1,0,2,1,0,1
not_recom_8039,1,4,1,0,2,1,0,2
spec_prior_8040,1,4,1,0,2,1,1,0
spec_prior_8041,1,4,1,0,2,1,1,1
not_recom_8042,1,4,1,0,2,1,1,2
spec_prior_8043,1,4,1,0,2,1,2,0
spec_prior_8044,1,4,1,0,2,1,2,1
not_recom_8045,1,4,1,0,2,1,2,2
priority_8046,1,4,1,1,0,0,0,0
spec_prior_8047,1,4,1,1,0,0,0,1
not_recom_8048,1,4,1,1,0,0,0,2
priority_8049,1,4,1,1,0,0,1,0
spec_prior_8050,1,4,1,1,0,0,1,1
not_recom_8051,1,4,1,1,0,0,1,2
spec_prior_8052,1,4,1,1,0,0,2,0
spec_prior_8053,1,4,1,1,0,0,2,1
not_recom_8054,1,4,1,1,0,0,2,2
priority_8055,1,4,1,1,0,1,0,0
spec_prior_8056,1,4,1,1,0,1,0,1
not_recom_8057,1,4,1,1,0,1,0,2
priority_8058,1,4,1,1,0,1,1,0
spec_prior_8059,1,4,1,1,0,1,1,1
not_recom_8060,1,4,1,1,0,1,1,2
spec_prior_8061,1,4,1,1,0,1,2,0
spec_prior_8062,1,4,1,1,0,1,2,1
not_recom_8063,1,4,1,1,0,1,2,2
priority_8064,1,4,1,1,1,0,0,0
spec_prior_8065,1,4,1,1,1,0,0,1
not_recom_8066,1,4,1,1,1,0,0,2
priority_8067,1,4,1,1,1,0,1,0
spec_prior_8068,1,4,1,1,1,0,1,1
not_recom_8069,1,4,1,1,1,0,1,2
spec_prior_8070,1,4,1,1,1,0,2,0
spec_prior_8071,1,4,1,1,1,0,2,1
not_recom_8072,1,4,1,1,1,0,2,2
priority_8073,1,4,1,1,1,1,0,0
spec_prior_8074,1,4,1,1,1,1,0,1
not_recom_8075,1,4,1,1,1,1,0,2
priority_8076,1,4,1,1,1,1,1,0
spec_prior_8077,1,4,1,1,1,1,1,1
not_recom_8078,1,4,1,1,1,1,1,2
spec_prior_8079,1,4,1,1,1,1,2,0
spec_prior_8080,1,4,1,1,1,1,2,1
not_recom_8081,1,4,1,1,1,1,2,2
spec_prior_8082,1,4,1,1,2,0,0,0
spec_prior_8083,1,4,1,1,2,0,0,1
not_recom_8084,1,4,1,1,2,0,0,2
spec_prior_8085,1,4,1,1,2,0,1,0
spec_prior_8086,1,4,1,1,2,0,1,1
not_recom_8087,1,4,1,1,2,0,1,2
spec_prior_8088,1,4,1,1,2,0,2,0
spec_prior_8089,1,4,1,1,2,0,2,1
not_recom_8090,1,4,1,1,2,0,2,2
spec_prior_8091,1,4,1,1,2,1,0,0
spec_prior_8092,1,4,1,1,2,1,0,1
not_recom_8093,1,4,1,1,2,1,0,2
spec_prior_8094,1,4,1,1,2,1,1,0
spec_prior_8095,1,4,1,1,2,1,1,1
not_recom_8096,1,4,1,1,2,1,1,2
spec_prior_8097,1,4,1,1,2,1,2,0
spec_prior_8098,1,4,1,1,2,1,2,1
not_recom_8099,1,4,1,1,2,1,2,2
priority_8100,1,4,1,2,0,0,0,0
spec_prior_8101,1,4,1,2,0,0,0,1
not_recom_8102,1,4,1,2,0,0,0,2
priority_8103,1,4,1,2,0,0,1,0
spec_prior_8104,1,4,1,2,0,0,1,1
not_recom_8105,1,4,1,2,0,0,1,2
spec_prior_8106,1,4,1,2,0,0,2,0
spec_prior_8107,1,4,1,2,0,0,2,1
not_recom_8108,1,4,1,2,0,0,2,2
spec_prior_8109,1,4,1,2,0,1,0,0
spec_prior_8110,1,4,1,2,0,1,0,1
not_recom_8111,1,4,1,2,0,1,0,2
spec_prior_8112,1,4,1,2,0,1,1,0
spec_prior_8113,1,4,1,2,0,1,1,1
not_recom_8114,1,4,1,2,0,1,1,2
spec_prior_8115,1,4,1,2,0,1,2,0
spec_prior_8116,1,4,1,2,0,1,2,1
not_recom_8117,1,4,1,2,0,1,2,2
spec_prior_8118,1,4,1,2,1,0,0,0
spec_prior_8119,1,4,1,2,1,0,0,1
not_recom_8120,1,4,1,2,1,0,0,2
spec_prior_8121,1,4,1,2,1,0,1,0
spec_prior_8122,1,4,1,2,1,0,1,1
not_recom_8123,1,4,1,2,1,0,1,2
spec_prior_8124,1,4,1,2,1,0,2,0
spec_prior_8125,1,4,1,2,1,0,2,1
not_recom_8126,1,4,1,2,1,0,2,2
spec_prior_8127,1,4,1,2,1,1,0,0
spec_prior_8128,1,4,1,2,1,1,0,1
not_recom_8129,1,4,1,2,1,1,0,2
spec_prior_8130,1,4,1,2,1,1,1,0
spec_prior_8131,1,4,1,2,1,1,1,1
not_recom_8132,1,4,1,2,1,1,1,2
spec_prior_8133,1,4,1,2,1,1,2,0
spec_prior_8134,1,4,1,2,1,1,2,1
not_recom_8135,1,4,1,2,1,1,2,2
spec_prior_8136,1,4,1,2,2,0,0,0
spec_prior_8137,1,4,1,2,2,0,0,1
not_recom_8138,1,4,1,2,2,0,0,2
spec_prior_8139,1,4,1,2,2,0,1,0
spec_prior_8140,1,4,1,2,2,0,1,1
not_recom_8141,1,4,1,2,2,0,1,2
spec_prior_8142,1,4,1,2,2,0,2,0
spec_prior_8143,1,4,1,2,2,0,2,1
not_recom_8144,1,4,1,2,2,0,2,2
spec_prior_8145,1,4,1,2,2,1,0,0
spec_prior_8146,1,4,1,2,2,1,0,1
not_recom_8147,1,4,1,2,2,1,0,2
spec_prior_8148,1,4,1,2,2,1,1,0
spec_prior_8149,1,4,1,2,2,1,1,1
not_recom_8150,1,4,1,2,2,1,1,2
spec_prior_8151,1,4,1,2,2,1,2,0
spec_prior_8152,1,4,1,2,2,1,2,1
not_recom_8153,1,4,1,2,2,1,2,2
priority_8154,1,4,1,3,0,0,0,0
spec_prior_8155,1,4,1,3,0,0,0,1
not_recom_8156,1,4,1,3,0,0,0,2
priority_8157,1,4,1,3,0,0,1,0
spec_prior_8158,1,4,1,3,0,0,1,1
not_recom_8159,1,4,1,3,0,0,1,2
spec_prior_8160,1,4,1,3,0,0,2,0
spec_prior_8161,1,4,1,3,0,0,2,1
not_recom_8162,1,4,1,3,0,0,2,2
spec_prior_8163,1,4,1,3,0,1,0,0
spec_prior_8164,1,4,1,3,0,1,0,1
not_recom_8165,1,4,1,3,0,1,0,2
spec_prior_8166,1,4,1,3,0,1,1,0
spec_prior_8167,1,4,1,3,0,1,1,1
not_recom_8168,1,4,1,3,0,1,1,2
spec_prior_8169,1,4,1,3,0,1,2,0
spec_prior_8170,1,4,1,3,0,1,2,1
not_recom_8171,1,4,1,3,0,1,2,2
spec_prior_8172,1,4,1,3,1,0,0,0
spec_prior_8173,1,4,1,3,1,0,0,1
not_recom_8174,1,4,1,3,1,0,0,2
spec_prior_8175,1,4,1,3,1,0,1,0
spec_prior_8176,1,4,1,3,1,0,1,1
not_recom_8177,1,4,1,3,1,0,1,2
spec_prior_8178,1,4,1,3,1,0,2,0
spec_prior_8179,1,4,1,3,1,0,2,1
not_recom_8180,1,4,1,3,1,0,2,2
spec_prior_8181,1,4,1,3,1,1,0,0
spec_prior_8182,1,4,1,3,1,1,0,1
not_recom_8183,1,4,1,3,1,1,0,2
spec_prior_8184,1,4,1,3,1,1,1,0
spec_prior_8185,1,4,1,3,1,1,1,1
not_recom_8186,1,4,1,3,1,1,1,2
spec_prior_8187,1,4,1,3,1,1,2,0
spec_prior_8188,1,4,1,3,1,1,2,1
not_recom_8189,1,4,1,3,1,1,2,2
spec_prior_8190,1,4,1,3,2,0,0,0
spec_prior_8191,1,4,1,3,2,0,0,1
